"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X"
"152","East Asia & Pacific (excluding high income)","EAP","Children out of school, primary, female","SE.PRM.UNER.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10750735,7220690,5829473,4919541,5158305,5747923,6351267,7103045,8035708,9174742,9858527,10507968,8179710,5795543,5308455,4613051,2433274,2588124,2655350,4407906,4730920,3654723,3532176,3137281,2801336,2422228,2764531,3131513,3405773,3721938,3899109,NA,NA
"153","East Asia & Pacific (excluding high income)","EAP","Children out of school, primary, male","SE.PRM.UNER.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3485246,2494665,2098601,1828351,2088916,2086382,2927926,3892478,4937541,6406213,7640469,8624361,7060240,5394484,4906713,4290465,2154737,2178623,2340969,4188163,4618803,3687801,3541894,3198510,3292269,3383908,3312779,3662741,3627232,3545838,3418615,NA,NA
"154","East Asia & Pacific (excluding high income)","EAP","Completeness of birth registration, female (%)","SP.REG.BRTH.FE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","East Asia & Pacific (excluding high income)","EAP","Completeness of birth registration, male (%)","SP.REG.BRTH.MA.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","East Asia & Pacific (excluding high income)","EAP","Contraceptive prevalence, any methods (% of women ages 15-49)","SP.DYN.CONU.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7186848123402,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.2937881111192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8307633740561,NA,NA,NA,NA
"157","East Asia & Pacific (excluding high income)","EAP","Contraceptive prevalence, modern methods (% of women ages 15-49)","SP.DYN.CONM.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.0433982600253,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1134666654945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","East Asia & Pacific (excluding high income)","EAP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN",22.9954016612893,14.5436904546247,11.3307710497324,11.2336066351276,12.195367186322,10.6201435050587,10.0242429988303,9.63687359758609,9.39128924242722,9.18410655841873,8.80398464709032,8.5441727230563,8.71213033166205,8.25394985036309,8.43292818111249,8.37066356353943,8.25751392877118,7.90345287556867,7.36416482771625,7.24105511995448,7.24176933130171,7.16645582877705,7.25382473525401,7.39051217707559,7.2628575398554,7.17273028236832,7.17700061868835,7.03182048912042,6.93500947545815,6.82930689998927,6.89097199754115,6.88631778008561,6.8225278157422,6.80505695424695,6.68526825127449,6.72983585954254,6.71330370450812,6.67088221391832,6.65774991461415,6.62461835559805,6.61289491254386,6.59428164366321,6.57569309127374,6.56410223599267,6.5730184895373,6.62985303215738,6.83044352697211,6.90737462529343,6.99154062694402,7.00127448408145,7.01939570146475,7.03914201854393,7.04761749108058,7.05820471847132,7.06423790329629,7.03915227209063,7.17749847616022,NA,NA
"159","East Asia & Pacific (excluding high income)","EAP","Life expectancy at age 60, female (years)","SP.DYN.LE60.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","East Asia & Pacific (excluding high income)","EAP","Life expectancy at age 60, male (years)","SP.DYN.LE60.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","East Asia & Pacific (excluding high income)","EAP","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",47.3930407448283,47.8348424178588,48.5699567236794,49.6396781242755,51.0489702613818,52.7106287757822,54.4909809450248,56.2393545208905,57.825974947713,59.1911689997142,60.3124621261026,61.2158744568408,61.986977069337,62.6975249675439,63.3725702435141,64.0277071201813,64.6695338002637,65.2845355891194,65.8644969437771,66.4064432829152,66.9057283267308,67.36085199441,67.7744301819777,68.1471612902718,68.4835847289414,68.7894764368505,69.0692476451311,69.3286119447435,69.5722702559034,69.8053892445018,70.0314034735483,70.2534176278465,70.4709686562417,70.6892483200058,70.9122365349601,71.1480920405581,71.4041287569991,71.6811461769538,71.9784963056426,72.293772304207,72.6246397568458,72.9658332995651,73.3093333423508,73.6472160013686,73.9737693951361,74.2824282223625,74.5684346386824,74.830577135707,75.0711193040967,75.2903064213796,75.4888495642011,75.6725298863949,75.8446945339346,76.0123597298968,76.1770174152085,76.3419481058614,76.506961236384,NA,NA
"162","East Asia & Pacific (excluding high income)","EAP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",44.218366698438,44.6635712992821,45.3608379125204,46.3434512647551,47.6199477481173,49.1253608871859,50.7598045697776,52.4042387232287,53.9493405704076,55.3405082213498,56.5491937287378,57.5839941513228,58.4973373623644,59.3368456662017,60.1139355876932,60.8364188130437,61.5091575565625,62.128746285803,62.694004472234,63.2040735979872,63.6600333475274,64.0667291412911,64.4334932789598,64.7639159568343,65.064110744597,65.336756325578,65.5824570588744,65.7987397411038,65.988525939932,66.158162350658,66.3122022235785,66.4547336036076,66.5919083505088,66.7348956060922,66.8930427960743,67.0829600694664,67.3196970693177,67.6057646406485,67.9381784209993,68.3103186112535,68.7079463621073,69.1137049219925,69.5080634951521,69.874371905507,70.2057036118201,70.4979933495384,70.7549116355614,70.9874924863317,71.2064541687624,71.4150764009225,71.6135057439261,71.8029447626395,71.9814188443026,72.1501941512724,72.310474218758,72.4635057397033,72.6136265511174,NA,NA
"163","East Asia & Pacific (IDA & IBRD)","TEA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",76.5972022610492,75.8896993906218,75.0359319609403,72.6343704794683,70.1697466251407,67.6513907648724,65.1407699110269,62.592547313041,58.3512162005588,54.3140289747551,50.534371301753,46.9810361530498,43.7264722401722,42.0345914063569,40.2867952380464,38.2965156652479,36.0227360747659,33.497960544289,33.0379216267521,32.5729105639271,32.1927914092017,31.8330790868337,31.5158168524519,31.5465550704207,31.6794268637406,31.8943944372328,32.1603926736162,32.4683199670303,31.3969432733975,30.3860019686214,29.4239285345137,28.5518684470071,27.7323472661529,26.7736714320346,25.7778003671283,24.6972589517335,23.4280705993128,22.0983391151365,22.0296962344586,21.8307260313545,21.4869783399319,20.9997380263132,20.3824400736951,19.7199474340144,19.2409730285325,19.0121630280778,18.9562469930561,19.1509393812793,19.8094108364337,20.5621798353186,21.2742598614646,21.9361761539863,22.5164779330734,22.7106972939056,22.8510165285239,22.9552407164892,22.9675786600036,NA,NA
"164","East Asia & Pacific (IDA & IBRD)","TEA","Age at first marriage, female","SP.DYN.SMAM.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","East Asia & Pacific (IDA & IBRD)","TEA","Age at first marriage, male","SP.DYN.SMAM.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","East Asia & Pacific (IDA & IBRD)","TEA","Age dependency ratio (% of working-age population)","SP.POP.DPND",77.9257225521056,78.5568733523282,79.9022969534272,81.4129367623704,82.3654716565135,82.4901743410047,83.4473769179132,83.4103429855333,82.8009348355702,82.2001268928267,81.8345401039906,81.9303800916663,81.9205320963813,81.7704656173293,81.296210959808,80.3778768395041,79.0984572698598,77.5180113782068,75.6620419723402,73.6243111071349,71.5135426565574,69.2552903128623,67.1560445695006,65.1867976398249,63.3510379360844,61.6909823358632,60.6221375872329,59.6634019119044,58.8360440918764,58.099330950657,57.3844731933449,57.2120395954369,56.6740395257133,55.9558175469455,55.2748564474245,54.6972598459839,53.5601949012676,52.7797291663823,52.0870275762661,51.1439650506195,49.8520870362693,48.7064021259938,47.3018040079584,45.7827801081699,44.3854777148116,43.2264075082062,42.356015255325,41.6144989782882,41.0364606710904,40.6279907899703,40.385934260535,40.3021002837238,40.3773446335296,40.5930439034193,40.9125818374137,41.3108165369513,41.8726736420738,42.4722340662153,NA
"167","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 0, female, interpolated","SP.POP.AG00.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 0, male, interpolated","SP.POP.AG00.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 01, female, interpolated","SP.POP.AG01.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 02, female, interpolated","SP.POP.AG02.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 02, male, interpolated","SP.POP.AG02.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 03, female, interpolated","SP.POP.AG03.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 03, male, interpolated","SP.POP.AG03.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 04, female, interpolated","SP.POP.AG04.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 04, male, interpolated","SP.POP.AG04.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 05, female, interpolated","SP.POP.AG05.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","East Asia & Pacific (IDA & IBRD)","TEA","Age population, age 05, male, interpolated","SP.POP.AG05.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","East Asia & Pacific (IDA & IBRD)","TEA","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN",26.4537609631965,24.4033050924101,38.5470535394938,43.1752506596409,39.9107455838621,38.8524686414039,36.6194630173416,35.6749476132792,36.7432811977186,35.4958667746545,34.8380812460386,32.6167085435594,31.8083501557279,30.2888636204128,27.8330784510735,26.3537859104814,23.935514478745,23.0984454426402,22.4891611348462,22.0685880601544,22.2521422704838,24.1138405972511,24.9854814131832,23.3308044517469,22.9773942531925,23.6448664208188,24.4791814424883,24.9545028085097,24.0934409948556,23.3617435353317,22.8281977701595,21.678945767607,20.5071407741863,20.2095446331782,19.7583929336739,19.1754493217243,18.9172695371408,18.4855159917644,17.7100612878324,16.9125110457085,16.4130230039611,15.9049648706955,15.4987015999911,15.1445662165918,15.0192557154339,15.0500646511743,14.783368673637,14.7381287919948,14.7128859617215,14.6533326970461,14.4406878214712,14.404868684712,14.4595296822647,14.3788597987582,14.5047236382612,14.2237138002006,14.0969214435764,NA,NA
"179","East Asia & Pacific (IDA & IBRD)","TEA","Children out of school, primary, female","SE.PRM.UNER.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10728464,7199825,5808945,4898229,5135522,5723736,6326154,7077430,8010098,9149442,9833492,10482902,8154613,5770183,5282696,4586880,2406795,2561483,2628802,4381592,4704934,3629018,3506707,3111999,2747597,2340393,2655191,2960774,3202961,3493696,3670867,NA,NA
"180","East Asia & Pacific (IDA & IBRD)","TEA","Children out of school, primary, male","SE.PRM.UNER.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3461311,2472240,2076540,1805447,2064432,2060388,2900939,3864951,4910019,6379025,7613565,8597424,7033270,5367228,4879034,4262341,2126286,2150000,2312442,4159884,4590879,3660183,3514528,3171347,3234528,3295976,3195290,3479274,3409300,3300582,3173359,NA,NA
"181","East Asia & Pacific (IDA & IBRD)","TEA","Completeness of birth registration, female (%)","SP.REG.BRTH.FE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","East Asia & Pacific (IDA & IBRD)","TEA","Completeness of birth registration, male (%)","SP.REG.BRTH.MA.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","East Asia & Pacific (IDA & IBRD)","TEA","Contraceptive prevalence, any methods (% of women ages 15-49)","SP.DYN.CONU.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.8970996546614,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.390550114123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8513883325117,NA,NA,NA,NA
"184","East Asia & Pacific (IDA & IBRD)","TEA","Contraceptive prevalence, modern methods (% of women ages 15-49)","SP.DYN.CONM.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3473666791588,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.338943037189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","East Asia & Pacific (IDA & IBRD)","TEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN",23.1097150389395,14.552602653938,11.3006744008629,11.2066145394591,12.1862171663411,10.5967896207924,10.0005654277067,9.61593182962259,9.37482727547432,9.17241008402453,8.7944091975118,8.53786903816153,8.71429412935326,8.25597013579344,8.44268698598779,8.3843814765797,8.27378460799697,7.91834655263716,7.37452644246287,7.25168472737355,7.25370570321483,7.1782478390794,7.26726638149498,7.40606638574656,7.27704089232615,7.18621433770965,7.19145587493079,7.04570965619386,6.94917672885172,6.84358589035708,6.90671023440033,6.90091362624285,6.8330792281654,6.80992459359772,6.68124790196939,6.71810886393142,6.69355769488972,6.64437544616106,6.62727632169356,6.59242556173276,6.58139379979747,6.56467490800697,6.5481096574046,6.53787468249949,6.54739469212773,6.60448492588754,6.80668419620154,6.88352651464916,6.96829426207686,6.97824870404614,6.99714513684203,7.01790543320314,7.02709069811457,7.03804824481253,7.04394995201497,7.01770506694327,7.15667997731226,NA,NA
"186","East Asia & Pacific (IDA & IBRD)","TEA","Life expectancy at age 60, female (years)","SP.DYN.LE60.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","East Asia & Pacific (IDA & IBRD)","TEA","Life expectancy at age 60, male (years)","SP.DYN.LE60.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","East Asia & Pacific (IDA & IBRD)","TEA","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",47.3008926516811,47.740924620971,48.4794077835821,49.5566612577749,50.9756303564912,52.6477850129805,54.4382960612846,56.1954139401138,57.7888153135737,59.1584648186046,60.2818525109745,61.1854043555859,61.955612262918,62.6651018531276,63.3393317548804,63.9941499125367,64.636342876496,65.2521724452678,65.8332711047518,66.3765162444681,66.8771008561248,67.3334813416962,67.7482258803229,68.1218983462596,68.4589042611453,68.7646490828228,69.0429993471213,69.2997298025109,69.5399575105897,69.7694837670416,69.9934644730727,70.2170396733166,70.440735044065,70.6699423558456,70.9079593402118,71.1608553300652,71.4330593342309,71.7227583086388,72.027663505283,72.3450406209928,72.673464458735,73.0095061546684,73.3477090635009,73.6820157058194,74.0072762619955,74.3167323679439,74.6047368384389,74.8686125435108,75.1095355661625,75.3275828112151,75.5235668309284,75.7037474287862,75.8722302373923,76.0366791254003,76.1987604695758,76.3618746463087,76.5257025850188,NA,NA
"189","East Asia & Pacific (IDA & IBRD)","TEA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",44.1691410251546,44.6150519095348,45.3169132352754,46.3064817986318,47.5907038138775,49.1036628021383,50.7448966408147,52.3954033172897,53.9458041507563,55.3412765854454,56.5530933275663,57.5899465212105,58.5046123574067,59.3450849937752,60.1228880978503,60.8460018777834,61.5193631553342,62.139572849037,62.7054072411746,63.2159605216938,63.6722952935283,64.0791892071443,64.4460217435385,64.7763322837129,65.0762995037261,65.3483306687471,65.5926746443487,65.8069366584078,65.9944474112935,66.1621387242356,66.3160555411863,66.4620372718778,66.6070266059807,66.7621482283489,66.9359257866361,67.1428984797536,67.3953228200676,67.6932978220163,68.0323883193424,68.405787162766,68.8001297727234,69.1998434665322,69.5878364020802,69.9493013908204,70.2779224793956,70.5695448679685,70.827119629508,71.0603592074702,71.2790037452852,71.4861700738485,71.6821002412126,71.8683786459601,72.0436425844252,72.2096447266177,72.3677407002918,72.5192039882347,72.6682898214863,NA,NA
"190","Euro area","EMU","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",27.0811700371844,28.1818101585245,29.2587469086732,29.9377251931467,30.6212095594612,31.3376386326188,32.1007793326458,32.9066588713525,33.1152880598105,33.3042833291441,33.4169272739115,33.4997180196014,33.5599718688843,32.5746690111167,31.5831281279974,30.5957698136072,29.6135347917824,28.6149814496063,27.2523343584567,25.8895182010851,24.5312166139766,23.1776473370353,21.8303134301447,20.6800115270788,19.5294701764018,18.3792269811646,17.2454695063326,16.1200005879231,15.632341124066,15.1418703986762,14.6489155234052,14.1559362093863,13.6583303479216,13.1880247532581,12.71290249903,12.2291494958474,11.7339989424881,11.2313293630793,11.2731443014959,11.3069146086293,11.3307042528411,11.340985099633,11.3402281104674,11.1432827998126,10.9369432756804,10.7270503073439,10.5135026495908,10.30253243218,9.94609588903002,9.58938721861611,9.2325627679861,8.87267205780902,8.51507166192067,8.29751372587158,8.08637116462465,7.88299837633059,7.68070588792964,NA,NA
"191","Euro area","EMU","Age at first marriage, female","SP.DYN.SMAM.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Euro area","EMU","Age at first marriage, male","SP.DYN.SMAM.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Euro area","EMU","Age dependency ratio (% of working-age population)","SP.POP.DPND",54.7778102234392,55.3123163416277,55.6804071466885,55.9469687942079,56.2219808253049,56.5477309661841,57.1056145507134,57.5989319112294,58.0338164219936,58.4002258600494,58.6843645997723,58.8151253942687,58.8292553358814,58.7198005501954,58.4755054099401,58.092580632322,57.756219050641,57.3243651843316,56.72864305393,55.888048464599,54.7906455905644,53.6971157485315,52.3835453626379,51.0225175301481,49.834341920599,48.9325497456503,48.4728524830091,48.2199449819714,48.1169322902612,48.0631655606557,48.0005547030795,48.0663585802043,48.1224619348806,48.1703306462384,48.2130948572547,48.2484814724539,48.3208651990545,48.3767246337765,48.4288315619584,48.503760894681,48.6243269436127,48.7882900029236,48.9822539279829,49.1959401136149,49.4006639034631,49.5762132575841,49.8543691356921,50.0768954220913,50.2949432321873,50.5731288537223,50.9489617762348,51.4908953296914,52.0897280592525,52.7455421024747,53.4238520434226,54.0913447567012,54.6155982238025,55.1577448964186,NA
"194","Euro area","EMU","Age population, age 0, female, interpolated","SP.POP.AG00.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Euro area","EMU","Age population, age 0, male, interpolated","SP.POP.AG00.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Euro area","EMU","Age population, age 01, female, interpolated","SP.POP.AG01.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
